"Text","Difficulty"
"Après un trajet en bus, il est heureux de retrouver la mer.","B1"
"Après une marche sur les Champs-Élysées, je suis au pied de la Tour Eiffel.","B1"
"Au deuxième étage, il y a un bureau et deux chambres, dont la sienne.","B1"
"Au fil des pages, il propose des méthodes simples et efficaces pour manger toujours plus et sans le moindre scrupule.","B1"
"Au premier étage, il y a trois chambres.","B1"
"Au rez-de-chaussée, il y a un salon avec un piano, une salle-à-manger, une cuisine spacieuse et jaune et une salle de bain.","B1"
"Au sous-sol, il y a une cave, pour ranger le vin.","B1"
"Au total, on estime que depuis sa construction plus de 300 millions de personnes ont visité la tour Eiffel.","B1"
"Aujourd'hui, avec ma famille (mes parents et mon frère) nous sommes allés au marché de Noël, c'était vraiment incroyable.","B1"
"Avant de boire une tasse de café, il faut faire pousser le plan de café, le récolter, le transporter, l'emballer, le vendre et le préparer.","B1"
"Avec les prévisions météo, on peut savoir quel temps il fera le soir, le lendemain ou dans la semaine.","B1"
"Bien entendu les cadeaux de Noël seront déposés uniquement le 24 décembre au soir afin de permettre le déballage le lendemain matin.","B1"
"Bon appétit, Jason.","B1"
"C'est injuste On ne peut pas le condamner pour la faute qu'il a commise.","B1"
"C'est le quartier des beaux magasins et des produits de grandes marques.","B1"
"C'est une soupe de poissons, spécialité de Marseille.","B1"
"C'est vrai qu'ils sont très bons mais j'ai peur qu'il tombe malade.","B1"
"C'est vraiment génial d'être en ville et d'avoir les monuments, les musées et la plage au même endroit.","B1"
"C’est un parc où les gens viennent se promener en famille et entre amis.","B1"
"C’est un site touristique très important, environ 7 millions de touristes visitent la tour Eiffel chaque année.","B1"
"Ce sont des organes internes comme le cerveau qui est logé dans la tête.","B1"
"Certaines familles ont pour tradition de déposer des biscuits et un verre de lait près du sapin pour remercier le père noël.","B1"
"Certains familles décorent les œufs durs en peignant leurs coquilles avec des teintes vertes ou rouges.","B1"
"Ces chocolats, coulés en forme d’œufs, de lapins et de poules, sont souvent dispersés dans le jardin pour être retrouvés par les plus jeunes : c’est la « chasse aux œufs ».","B1"
"Cette basilique est célèbre à Marseille : les supporters de l'OM (club de foot de Marseille) viennent prier pour faire gagner leur équipe.","B1"
"Cette eau est utilisée pour faire pousser les culstures ou fabriquer les produits de notre vie de tous les jours.","B1"
"Cette fête est encore traditionnellement fêtée en France, même si, comme pour Noël, elle a souvent perdu son aspect religieux.","B1"
"Cette personne que tu as rencontrée hier au restaurant et dont t'as parlé Paul est dangereuse.","B1"
"Comme c'est proche de la maison, je peux y aller à pied, c’est très agréable.","B1"
"comment manger en permanence et de préférence des mets délicieux.","B1"
"Dans cette attente, nous restons à votre disposition pour répondre à vos questions pas téléphone ou via notre forum Internet.","B1"
"Dans le bureau, il y a un vélo d'appartement, des haltères et un stepper.","B1"
"Dans ma famille, on adore goûter les spécialités locales alors on a tout essayé, de la choucroute à la tarte flambée en passant par les kouglofs.","B1"
"Demain, on prévoit de faire une promenade dans le quartier de la Petite France, il paraît que c'est le plus beau de Strasbourg.","B1"
"Des chats viennent souvent chasser les feuilles qui volent au vent.","B1"
"Donne-moi de tes nouvelles plus souvent.","B1"
"Du haut de cette colline la vue sur Marseille est remarquable.","B1"
"Du haut de la Tour Eiffel, on peut voir les principaux monuments de Paris : la cathédrale Notre-Dame, la tour Montparnasse et l’arc de triomphe.","B1"
"Durant cette période, les chrétiens ne mangeaient pas de viande, ni de plat très cher.","B1"
"Elle a été construite par Gustave Eiffel pour l’Exposition universelle de Paris de 1889.","B1"
"Elle adore mettre sa jupe à fleurs et un chemisier assorti lorsqu’il fait beau.","B1"
"Elle commémore la résurrection de Jésus mais fête aussi le printemps.","B1"
"Elle était selon la tradition précédée d’une période de jeûne de 40 jours appelée « Carême ».","B1"
"Elle préfère aussi mettre un pull, des chaussettes en laine, des bottes et ses gants pour ne pas avoir froid aux doigts.","B1"
"Elle s'est ensuite élargie à d'autres établissements.","B1"
"En été, lorsqu’il fait chaud, Lili et Marc vont à plage pendant le weekend.","B1"
"En France, le début des vacances est souligné par les soldes d'été.","B1"
"En France, Noël est un moment important.","B1"
"En général, les français optent pour des sapins en pot afin de prolonger la magie du moment.","B1"
"En hiver, elle ne sort jamais sans son parapluie et son écharpe.","B1"
"En un an, ""l'empreinte eau"" d'un consommateur fraçais s'élève à 1786 mettre cube d'eau, soit le contenu de deux Boeing 747.","B1"
"En visitant la cathédrale Notre-Dame de Paris je pense à Quasimodo, personnage du roman de Victor Hugo.","B1"
"Encore le métro, et je contemple la splendide façade de l'Opéra Garnier.","B1"
"es vacances d'été en France durent 6 semaines et ont habituellement lieu entre Juillet et Septembre.","B1"
"Est-ce que ton mari et tes enfants vont bien.","B1"
"Est-ce que tu travailles toujours à l’agence de voyages.","B1"
"Et si nous allions au cinéma.","B1"
"Félix n'arrête pas de manger des bredele (des biscuits spéciaux d’ici).","B1"
"Hier il a même neigé.","B1"
"Il a fait construire en plus une belle véranda contenant une bibliothèque, pour profiter du soleil et d'une vue sur le jardin.","B1"
"Il aime beaucoup lire, surtout le soir avant de dormir.","B1"
"Il enlève (ne garde pas) ses chaussures et marche longtemps au bord de l'eau.","B1"
"Il essaient également d’être plus raisonnés, plus généreux, moins centrés sur eux-mêmes.","B1"
"Il est nécessaire que les gens soeint conscients de l'importance de l'écologie.","B1"
"Il fait très froid ici.","B1"
"Il fait un froid incroyable à Moscou mais la ville est superbe.","B1"
"Il fait une promenade sur le Vieux Port.","B1"
"Il faudrait que tu lui parles de ça demain en réunion et que tu demandes à Adrian de m'envoyer une photo de lui et la traduction du contrat en croate.","B1"
"Il faut savoir que les étudiants comme les travailleurs attendent ces vacances avec impatiente.","B1"
"Il finit sa visite devant une assiette de bouillabaisse.","B1"
"Il met son plus beau costume et son chapeau.","B1"
"Il n'a fallu que 12 ans, entre 1999 et 2011, pour que la population mondiale passe de 6 à 7 milliards d'habitants.","B1"
"Il n'est pas fatigué et décide de marcher jusqu'à Notre Dame de la Garde.","B1"
"Il passe la matinée au Mucem qui est un musée récent et très connu.","B1"
"Il renferme le foie, l’estomac, les reins et les intestins.","B1"
"Il se compose du thorax et de l'abdomen encore appelé ventre.","B1"
"Il se sent plus à l’aise avec une tenue vestimentaire classique.","B1"
"Il y a beaucoup d'attente pour les ascenseurs (pour monter les étages) mais je suis enfin au sommet et peux apprécier la vue sur Paris.","B1"
"Il y a beaucoup de pièces.","B1"
"Il y a des marchands de poissons et c'est le départ de nombreux bateaux.","B1"
"Il y a l'eau qu'on consomme en pleine conscience, en la voyant couler et celle que lon consomme, voire que l'on gâche sans le savoir, elle s'appelle ""l'eau virtuelle"".","B1"
"Il y a même des restaurants.","B1"
"Ils aiment passer des journées ensemble au bord de la mer.","B1"
"Ils mangent plus simplement, en évitant les sucreries et les petits plaisirs.","B1"
"Ils mettent des lunettes de soleil, une belle casquette, un T-shirt, des shorts et des sandales.","B1"
"Ils parlent encore mieux le français que nous.","B1"
"Ils préfèrent alors rester à la maison et profitent du temps libre pour visiter leurs familles ou se balader en ville.","B1"
"Ils se sont fait des copains et sont heureux de vivre en France.","B1"
"J'ai eu une réunion hier où nous avons pris plusieurs décisions avec notre partenaire brésilien.","B1"
"J'ai le plaisir de vous annoncer que votre demande d'inscription à l'université de Strasbourg en première année de master Sciences et Société a été acceptée.","B1"
"J'ai peur qu'il soit parti sans laisser d'adresse.","B1"
"J'espère que tu vas bien et que tes vacances au ski se passent bien aussi.","B1"
"J’ai fait de gros progrès en français, je le comprends et je sais le parler et l’écrire bien mieux maintenant.","B1"
"Jason a très faim et cherche un restaurant.","B1"
"Jason, touriste américain, est en vacances en Provence et vient à Marseille une journée.","B1"
"Je commence par un petit-déjeuner dans un café près de l'Arc de Triomphe avec des croissants délicieux.","B1"
"Je crois que le contrat va être signé et que nous pourrons commencer à travailler avec lui très vite.","B1"
"Je n'ai qu'un jour pour visiter Paris.","B1"
"Je sais en faire depuis que je suis très jeune.","B1"
"Je suis actuellement en vacances en Alsace.","B1"
"Je suis dentiste dans un nouveau cabinet depuis une semaine et j’aime mon travail.","B1"
"Je suis fatiguée et préfère prendre le métro pour aller à l'Île de la Cité.","B1"
"Je suis heureuse de vous revoir le mois prochain.","B1"
"Je suis l'itinéraire donné par Pierre, un ami français.","B1"
"Je t'aurais bien envoyé une photo mais nous n'avons pas d'appareil.","B1"
"Je t’écris de France, où je vis avec ma famille depuis deux mois.","B1"
"Je te conseille vraiment la Brasserie du Métro qui est mon restaurant préféré, tu ne le regretteras pas si tu y vas.","B1"
"Je termine à Montmartre avec sa basilique et ses ruelles (petites rues).","B1"
"Je vais choisir un restaurant pour savourer un bon repas après cette journée bien remplie.","B1"
"L'après-midi je me promène aux Tuileries, paradis de verdure au cœur de la capitale.","B1"
"L'arbre odorant est paré de guirlandes et de boules tandis qu'une étoile chatoyante est ajoutée sur la cime.","B1"
"La fête de Pâques en France est une fête de tradition catholique.","B1"
"La maison de Ben est grande.","B1"
"La majorité des Français fête Pâques et considère cette date comme une occasion de se retrouver en famille pour partager un bon repas.","B1"
"La majorité des Français ne restent pas dans leur région durant les vacances d'été.","B1"
"La plage est pleine de Marseillais et de touristes.","B1"
"La poitrine contient les deux poumons et le cœur.","B1"
"La tête se compose du visage et du crâne qui est recouvert de cheveux.","B1"
"La tour Eiffel est le symbole de la ville de Paris.","B1"
"La tour Eiffel est située sur le Champ-de-Mars.","B1"
"La tour Eiffel mesure exactement 312 mètres de hauteur.","B1"
"Le bras est relié au tronc par l’épaule et à l’avant-bras par le coude.","B1"
"Le corps humain comprend une tête, un tronc et quatre membres.","B1"
"Le Danemark est le premier pays du monde à autoriser l'accès à internet lors des examens qui peuvent parfois même compter pour la baccalauréat.","B1"
"Le dos forme la partie arrière du tronc.","B1"
"Le héros de cette bande-dessinée s'appelle Michel, chat roux de 6 kilos originaire de Nantes.","B1"
"Le jardin est long et étroit, il y a une balançoire au fond et un barbecue, proche de la terrasse, sur laquelle est posée un transat.","B1"
"Le jour de Pâques est le jour de la résurrection du Christ.","B1"
"Le Redbull a des substance inoffensives, mais peuvent s'avérer dangereuses quand elles sont consommées en grande quantitée.","B1"
"Le sud du pays, l'Italie ou l'Espagne sont notamment les destinations touristiques les plus prisées des vacanciers en raison du climat perpétuellement froid dans le nord du pays.","B1"
"Le temps sera gris.","B1"
"Le tronc est relié à la tête par le cou.","B1"
"Le ventre se trouve à la partie inférieure du tronc.","B1"
"Le visage comprend une oreille de chaque côté, deux yeux surmontés par les sourcils et un nez au centre.","B1"
"Les articulations sont en haut la hanche, au milieu le genou en en bas la cheville.","B1"
"Les cavaliers m'impressionnent énormément.","B1"
"Les clés sont ici, je les ai trouvées.","B1"
"Les dents se trouvent dans la bouche.","B1"
"Les enfants aussi attendent avec impatience cette échéance : ils reçoivent en général des petits cadeaux et des chocolats.","B1"
"Les enfants travaillent bien à l’école, même si ma fille a quelques difficultés en mathématiques.","B1"
"Les habitants (villes comme campagnes) décorent leurs habitations et achètent des calendriers de l'avant.","B1"
"Les membres sont au nombre de quatre : deux en haut et deux en bas.","B1"
"Lorsqu’elle a été construite, la tour Eiffel était le monument le plus élevé du monde (elle l’est restée pendant quarante ans).","B1"
"Lorsqu’il y a un éclair avec des nuages et de la pluie, il risque d’y avoir de la foudre et du tonnerre.","B1"
"Ma mère m'a exceptionnellement laissé boire du vin chaud même si je n'ai normalement pas le droit.","B1"
"Maintenant Jason veut voir les plages du Prado, longues de plusieurs kilomètres.","B1"
"Mais rien n'est imposé aux lycées: chaque établissement choisit si ses élèves composent avec ou sans ordinateur.","B1"
"Mes collègues sont gentils et m'ont bien accueillie.","B1"
"Mes parents ont insisté pour qu'on prenne nos chaussures de marche, ils veulent qu'on aille faire des randonnées dans les montagnes.","B1"
"Mon fils a de bonnes notes en français, c’est sa matière préférée.","B1"
"Mon mari a enfin trouvé une place d’architecte et travaille sur un important projet d’immeuble avec son équipe.","B1"
"Nous allons bien, nous habitons dans une petite maison ancienne avec un très beau jardin.","B1"
"Nous avons de nouveaux amis et nous avons rencontré nos voisins lors d’une soirée festive la semaine dernière.","B1"
"Nous ne privons plus du bonheur de manger.","B1"
"Nous passerons les fêtes de Noël ensemble.","B1"
"Nous vous invitons également à visiter notre page moodle afin d'obtenir des informations complémentaires.","B1"
"On peut voir aussi le fleuve qui traverse la capitale : la Seine.","B1"
"On peut y aller à pied.","B1"
"On se reverra à la rentrée, j'ai hâte de te raconter le reste de mon voyage.","B1"
"Pâques est une fête catholique célébrée le 21 avril.","B1"
"Parfois, elle exhibe un joli collier en perles autour du cou qui lui donne une allure très attrayante.","B1"
"Petits comme grands peuvent ainsi partir à la chasse à l’œuf.","B1"
"Pour aller au travail, Marc porte une veste, un pantalon, une chemise et une belle cravate rouge.","B1"
"Pour célébrer cet évènement exceptionnel, tous se réunissent et se retrouvent autours d’un copieux repas contenant de l’agneau (symbole de l’innoncence Du Christ).","B1"
"Pour confirmer votre inscription, nous vous demandons de bien vouloir compléter le formulaire en ligne à cette adresse avant le 15 avril prochain.","B1"
"Puis, viennent la bouche et le menton.","B1"
"Quand il doit rencontrer un client important, Marc n’hésite pas à s’habiller sobrement.","B1"
"Quand il y a des nuages avec de la neige qui tombe, c’est qu’il va neiger et qu’il peut y avoir du brouillard, des risques de congélation, de la glace et que la température sera très basse.","B1"
"Quand il y a un grand soleil sur la carte, il fera chaud sur la région.","B1"
"Quand la météo indique un soleil avec des nuages, il y aura peu de soleil et il y aura souvent du vent.","B1"
"Quatorze établissements pilotes ont d'abord participé à l'expérience.","B1"
"S’il y a des nuages avec de la pluie sur la carte, c’est qu’il va pleuvoir et qu’il y a des risques de tempête ou de grêle.","B1"
"Sa secrétaire Lili porte des lunettes.","B1"
"Ses amis trouvent qu’il est très élégant avec son bracelet-montre doré et ses chaussures noires.","B1"
"Ses amis trouvent qu’il est très élégant avec son bracelet-montre doré et ses chaussures noires.","B1"
"Si de la pluie tombe alors qu’il y a du soleil, vous pourrez sans doute observer un arc-en-ciel.","B1"
"Si j'ai le temps, je te promets que je viendrai avec toi au théâtre.","B1"
"Si j'étais bon en biologie, je ferais des études de médecine Mais ce n'est pas le cas.","B1"
"Son architecture moderne s'associe très bien avec la mer toute proche et l'ancien Fort Saint-Jean.","B1"
"Tandis que les jonquilles fleurissent, les parents dissimulent du chocolat dans le jardin afin de célébrer Pâques.","B1"
"Tout en haut de la tour Eiffel, il y a des antennes qui émettent les programmes de radio et de télévision.","B1"
"Toutefois, certaines personnes ne disposent pas d'un budget spécial pour financer ce type de détente.","B1"
"Traditionnellement les chocolats sont sous forme d’œufs mais aussi d'animaux comme des poussins, lapins, moutons.","B1"
"Tu as essayé de le recontacter.","B1"
"Un gros tier de l'utilisation correspond à la consommation de viande, par le biais du soja et du maïs utilisés pour nourir le bétail.","B1"
"Un membre inférieur comprend une cuisse, une jambe et un pied qui a cinq orteils.","B1"
"Un membre supérieur comprend un bras, un avant-bras et une main munie de cinq doigts.","B1"
"Un rapport, publié aujourd'hui par l'agence sanitaire canadienne, déconseille la consommation de boissons énergisantes, srutout chez les ados.","B1"
"Mais pour les visiteurs et les professionnels, c'est également l'occasion de découvrir les dernières innovations, et surtout de goûter les créations des chefs pâtissiers et chocolatiers.","B2"
"À bord de leur vaisseau, Rosco et le capitaine Jim ont pour mission de sauver l'univers d'un terroriste imprudemment décongelé.","B2"
"Acheter français, c’est préserver l’emploi en France et éviter d’éventuelles fermetures d’usine synonymes de chômage et de paupérisation.","B2"
"Acheter français, devient un acte écologique car acheter des produits français sous-entendrait acheter des produits qui n’ont pas été fabriqués à l’autre bout du monde, et ainsi faire baisser la pollution en limitant le transport des marchandises, en diminuant leur empreinte carbone.","B2"
"Afin de préserver le fondant de ces croissants, refermer le sachet soigneusement après ouverture.","B2"
"Ah, le mois de décembre : ses illuminations, la couronne de l’Avent pour les catholiques, et le fameux calendrier empli de chocolat pour les enfants.","B2"
"Ainsi la trottinette électrique est maintenant interdite aux moins de 12 ans et une assurance est désormais obligatoire.","B2"
"Alors, le mieux pour satisfaire son désir d’achat patriotique, est-ce acheter une Toyota fabriquée dans le Nord de la France ou s’offrir une Renaud sortie de ses usines de Roumanie.","B2"
"Après la campagne Zéro Prospectus lancée par ELederc en septembre 2010, c'est au tour des principaux distributeurs de prospectus, via l'Observatoire du Hors Média de relancer la polémique sur l'usage du papier à des fins commerciales.","B2"
"Après quelques années, des confiseries, des décorations de vitrines, des paquets de gâteaux à l’effigie de citrouille et de sorcière vont rendre l’événement plus visible dans l’Hexagone.","B2"
"Assis en terrasse dans le quartier touristique du Vieux Lyon, James sirote une limonade bien fraîche.","B2"
"Aujourd’hui, plus personne ne la conteste et Halloween est devenue la troisième fête de l’année après Noël et le jour de l’An.","B2"
"Avec la chaleur estivale, cette journée d’exploration se révèle très fatigante.","B2"
"Avec la chaleur estivale, cette journée d’exploration se révèle très fatigante.","B2"
"C’est dans les années 1990 que la version moderne d’Halloween est introduite en France.","B2"
"C’est l’occasion de fêter Noël en famille, en petit comité.","B2"
"C’est souvent un repas fastueux et long : il n’est pas rare de sortir de table vers 16 ou 17 heures.","B2"
"C’est un idéal construit pendant l’enfance qu’on tente de recréer chaque année pour un soir.","B2"
"C’est un jour de fête où l’on invite la famille plus éloignée à partager le repas de midi.","B2"
"C’est une trêve attendue qui vient adoucir de ses contes, des cœurs endoloris et parfois esseulés.","B2"
"Ce lieu permettra de répondre à la nécessité d'un acceuil, par des professionnels de la santé, des usagers de drogue dans ce quartier.","B2"
"Ce matin, James s’est levé tôt, a loué un vélo et a parcouru les rues de Lyon.","B2"
"Cependant, vouloir vivre en achetant uniquement français n’est ni possible ni compatible avec des convictions écologiques ou patriotiques car acheter français n’implique pas forcément que le produit acheté soit pour autant fabriqué en France.","B2"
"Ces derniers, par exemple, privilégient l’achat patriotique pour sa faible empreinte carbone.","B2"
"Ces nouvelles contraintes vont-elles mettre un terme au développement de la trottinette.","B2"
"Chaque jour, ils ouvrent une des petites portes du calendrier de l’Avent pour en retirer un chocolat ou une figurine les aidant à patienter pour le grand jour ou plutôt la belle nuit de Noël.","B2"
"Comment j'ai survécu à une perverse narcissique.","B2"
"D’abord, les produits fabriqués en France sont en moyenne 30 pour cent plus chers que les autres.","B2"
"Dans cette lettre au Père Noël, ils listent méticuleusement tous les cadeaux qu’ils souhaiteraient avoir au pied du sapin.","B2"
"Dans la maison, il y a une bonne odeur de pain d’épices qu’on mange au goûter.","B2"
"Dans la rue, on entend « Vive le vent », « Petit Papa Noël », « Douce Nuit » en boucle dans les rues ou dans les magasins aux vitrines richement décorées où les gens cherchent des idées de cadeaux.","B2"
"Dans les quartiers, certains voisins s’entendent pour ouvrir la porte aux enfants et font donc une provision de bonbons au cas où un groupe de mini sorcières sonnerait à la porte.","B2"
"Depuis quelques années, un nouveau moyen de transport est apparu dans les villes, la trottinette électrique : légère, petite, elle est plus facile à ranger qu’un vélo, et elle a séduit très vite un public jeune et ouvert à la nouveauté.","B2"
"Des chorales chantent sur le parvis rappelant que cette fête est à l’origine une fête religieuse.","B2"
"Des coutumes similaires ont existé autrefois notamment dans le Finistère : les enfants s’amusaient à creuser des betteraves au moment de la Toussaint pour faire peur aux gens du voisinage.","B2"
"Des crèches vivantes y sont organisées et la paroisse se prépare pour la messe de minuit.","B2"
"Des soirées étudiantes sur le thème d’Halloween sont organisées chaque année.","B2"
"Durant les années 1990, beaucoup de gens étaient réticent à cette nouvelle fête : Les parents et les enseignants n’y voyaient qu’une fête commerciale.","B2"
"Elle a été perçue comme un moyen de transport puéril.","B2"
"Elles cachent une partie de leur douleur.","B2"
"En chemin, il a pu admirer la magnifique fontaine Bartholdi sur la grande Place des Terreaux.","B2"
"En redescendant à pied, il s’arrêtera pour visiter le plus ancien théâtre gallo-romain de France, puis ira dîner dans un bouchon lyonnais, restaurant typique de la ville.","B2"
"Enfin, pour être bien visible, un gilet jaune est obligatoire la nuit, ce qui rend son utilisateur beaucoup moins stylé, forcément.","B2"
"Et comme elle était, à ses débuts, utilisée sur les trottoirs, elle a occasionné de nombreux accidents.","B2"
"Et il l’est pour plusieurs raisons : les politiciens, les médias sensibilisent l’opinion publique par les temps de crise à acheter français dans le but de stimuler l’économie nationale, afin d’aider le pays à être plus fort économiquement et soutenir ainsi toute la communauté nationale par sa façon de consommer.","B2"
"Et le soir, vient le moment de la lecture des contes de Noël alimentant l’imaginaire des tout petits.","B2"
"Et les intellectuels en dénonçaient l’aspect mercantile, preuve de plus, s’il en fallait, de l’américanisation de la société française.","B2"
"Et puis la France, comme la plupart des pays du monde, doit importer les matières premières inexistantes sur son sol et ne fabrique plus la totalité des produits sur son territoire.","B2"
"Finalement, Halloween aura mis une vingtaine d’années pour s’imposer et trouver sa place dans la société française.","B2"
"Finies les façades grises et ternes, terminée la morosité ambiante : les rues se parent de guirlandes scintillantes et les vitrines rivalisent d’imagination pour leur décoration.","B2"
"Il a finalement opté pour cette dernière.","B2"
"Il a longé les quais de la Saône, traversé la presqu’île, puis rejoint les quais du Rhône.","B2"
"Il n’y a qu’à observer la métamorphose des rues commerçantes pour en être convaincu.","B2"
"Il s’apprête maintenant à prendre le funiculaire qui l’emmènera au sommet de la colline de Fourvière.","B2"
"Il s’est également arrêté dans une boulangerie où il a longuement hésité entre un pain au chocolat, un croissant, et une brioche aux pralines, pâtisserie typiquement lyonnaise.","B2"
"Il y a belle lurette que les entreprises françaises se sont délocalisées pour optimiser leurs coûts et s’ouvrir de nouveaux marchés.","B2"
"Il y aura bientôt une salle de consommation à moindre risque pour les toxicomanes.","B2"
"Ils craignent de passer pour des faibles.","B2"
"Ils précisent dans cette lettre qu’ils ont été bien sages, qu’ils ont écouté leurs parents et aussi fait tous leurs devoirs.","B2"
"Ils y creusaient des trous en forme de bouche, de nez et d’yeux et en éclairait l’intérieur d’une bougie.","B2"
"J'ai une furieuse envie de téléportation.","B2"
"James a ensuite rejoint le quartier moderne de la Confluence où le fleuve de la Saône se jette dans le Rhône.","B2"
"Je vais être en retard ce soir, peux-tu préparer le dîner des enfants.","B2"
"L'objectif est de résuire les risques sanitaires et de diminuer les nuisances sur l'espace public.","B2"
"L’esprit de Noël est partout.","B2"
"La consommation sera encadrée par du personnel et éloignée des lieux publics.","B2"
"La fête commencera à gagner en popularité auprès de la population américaine à partir des années 1920, au moment où les fameuses lanternes creusées dans des citrouilles ont remplacé les traditionnels navets utilisés en Europe.","B2"
"La fête est arrivée au 19e siècle aux États-Unis et au Canada grâce aux nombreux émigrants venus d’Irlande et d’Écosse.","B2"
"La météo est le sujet de prédilection sur les réseaux sociaux.","B2"
"La météo pourrie inonde les réseaux sociaux.","B2"
"La multiplication des accidents dûs à la trottinette a exacerbé la colère des piétons et entraîné une réaction quasi immédiate des autorités.","B2"
"La situation est plus complexe pour les parents divorcés ou séparés.","B2"
"La trottinette électrique est aussi limitée aux pistes cyclables ou sur la chaussée, entraînant des conflits avec les cyclistes et les automobilistes.","B2"
"La ville entière s’est illuminée autour du marché de Noël qui enchante les passants de ses illuminations réchauffant les coeurs dans le froid de l’hiver.","B2"
"Là, il pourra visiter la fameuse basilique Notre Dame de Fourvière et contempler la splendide vue panoramique sur la ville de Lyon depuis le belvédère.","B2"
"Le 24 décembre est le jour du réveillon.","B2"
"Le 25 approche, on réfléchit au repas et aux convives.","B2"
"Le lendemain, le 25 décembre, est le jour de Noël.","B2"
"Le patriotisme économique est à la mode.","B2"
"Le repas est servi sur une table resplendissante, recouverte de bougies et de petits santons.","B2"
"Le repas était très bon En revanche, le dessert était immangeable.","B2"
"Le sapin trône au milieu du salon avec ses boules multicolores, ses guirlandes argentées son étoile dorée.","B2"
"Le site web wwwmonprospectuscom se vante les mérites de la réclame sur papier.","B2"
"Le soir d’Halloween, les enfants sortent dans la rue et sonnent chez les gens du quartier pour réclamer des friandises en les menaçant de la célèbre formule : Des bonbons ou un sort.","B2"
"Les bars, les boulangeries, les supermarchés, les sites Internet proposent des événements qui animent cette période de l’année qui tombe entre deux moments importants : la rentrée des classes et Noël.","B2"
"Les cadeaux seront déposés à son pied, le soir du 24 ou le 25 décembre au matin.","B2"
"Les dégâts sont aussi importants mais personne ne s'en aperçoit, car les hommes qui subissent une manipulatrice ont tendance à minimiser leur souffrance.","B2"
"Les dernières semaines avant Noël se déroulent dans une ambiance joyeuse et féérique.","B2"
"Les églises sont animées.","B2"
"Les hommes victimes de harcèlement dans leur couple sont plus nombreux qu'on le pense.","B2"
"Les oncles, les grands-parents, les cousins, cette année toute la famille se rassemble afin de fêter Noël comme il se doit.","B2"
"Les passants semblent moins pressés, et s’attardent plus facilement devant une devanture ou dans les rayons.","B2"
"Les plus grands se font peur en regardant un film d’horreur ou en se rendant à une soirée déguisée.","B2"
"Les professeurs d’anglais préparent des cours sur le sujet et participent à sa diffusion auprès de la jeunesse.","B2"
"Les sportifs pour lesquels j'ai le plus d'admiration sont les alpinistes.","B2"
"Noël approche, les enfants attendent ce moment avec impatience.","B2"
"Noël donne de la joie à qui le fête.","B2"
"Noël n’est pas une simple fête commerciale comme certains se plaisent à dire.","B2"
"On mangera en parlant de ce qui fait l’actualité : sport, politique… et quand le ton montera, Grand-mère remettra de l’ordre en quelques secondes à coup de « Calmez-vous, c’est Noël.","B2"
"où ce moyen de transport est-il voué à s’installer durablement dans le paysage urbain.","B2"
"Pas question d’être 13 à table, ça porterait malheur.","B2"
"Pas questions de recevoir un sort.","B2"
"Pour être certain que le Père Noël ne les oubliera pas, certains lui écrivent une lettre.","B2"
"Pour Halloween, on se déguise de manière effrayante : costume de fantôme, de sorcière, de monstre, de vampire… L’intérieur des maisons et les vitrines des magasins sont décorés avec des citrouilles, des personnages et des objets effrayants tels le cercueil, le chapeau de sorcière, la chauve souris, l’araignée, la toile d’araignée, le chat noir, etc.","B2"
"Pour le menu, le plateau de fruits de mer, la dinde et la bûche seront bien évidemment sur presque toutes les tables.","B2"
"Pourtant, évoquer cette histoire reste très douloureux pour moi.","B2"
"Puis ce sera l’heure de s’endormir, on se dira « Joyeux Noël », et les enfants rêverons de rennes et d’un vieux monsieur au manteau rouge, à la barbe blanche et au sourire bienveillant.","B2"
"Quand bien même un consommateur modèle limiterait ses achats à des produits fabriqués dans l’Hexagone par des entreprises françaises, il serait vite rattrapé par la dure réalité.","B2"
"Quant aux entreprises étrangères, elles ont fait de même … en France.","B2"
"S’obstiner à acheter 100 pour cent français reviendrait à vivre sans réfrigérateur, sans lave linge, sans smartphone, sans ordinateur… Autrement dit, les plus patriotes et les plus écolos devront soit mettre de l’eau dans leur vin soit revenir à un mode de vie d’un autre âge.","B2"
"Sa vitesse est limitée à 25 km/h et son utilisation est interdite sur les trottoirs.","B2"
"Selon les familles, la soirée peut être animée par des lectures de contes horrifiques ou de poème évoquant Halloween.","B2"
"Seul l’avenir nous le dira.","B2"
"Si la notion de patriotisme peut sembler marquée à droite, les chantres du patriotisme économique et leurs discours plus culpabilisants qu’encourageants sont de tous bords politiques : de l’extrême droite à l’extrême gauche sans oublier les écologistes.","B2"
"Son succès a généré beaucoup de réactions négatives.","B2"
"Sur la liste, ils n’ont pas oublié de préciser ce qu’ils voudraient pour leurs parents : des chocolats pour maman, du parfum pour papa.","B2"
"Sur les fenêtres des maisons, des cloches, des étoiles et des traîneaux ont été peints.","B2"
"Tourné en 3D par le réalisateur LWitley, ce nouvel épisode intergalactique, foisonnant, donne vite la migraine.","B2"
"Tous ces préparatifs rendent chaque année l’atmosphère festive et enjouée.","B2"
"Tu penses que cette prise de conscience va entraîner une amélioration des conditions de vie.","B2"
"Un dépliant de 4 pages distribué en 13 millions d'exemplaires ""pour fen finir avec les idées reçues"" et démontrer qu l'on ne pourrait vivre dans un monde ""sans amour et zéro papier "".","B2"
